기사id,카테고리,제목,날짜,요약문,원문
625,국내정치,경기도 코로나19 피해지원금,2020/03/27,"
‘재난기본소득’ 맞지? 요즘 많이 들리던데.
맞아요. 그런데 굳~이 따져보자면 ‘재난기본소득’이라는 말은 약간 이상해요.",https://news.mt.co.kr/mtview.php?no=2020032313390855315&outlink=1&ref=://
625,국내정치,경기도 코로나19 피해지원금,2020/03/27,"
오호, 근데 왜 ‘기본소득’이라고 해?
코로나19로 너나 할 것 없이 모두 경제 타격을 입으니, 지원금과 기본소득의 개념이 불분명해지긴 했어요. 이재명 경기도지사는 성남시장이었을 때부터 ‘기본소득’을 밀어왔던 터라, 이참에 적극적으로 👨‍🔧 실험해보려 하는 것 같기도 하다고.

경기도민은 아닌데... 나는 못 받나?
다른 지역도 ‘긴급생활비’ 등의 이름으로 비슷한 정책을 검토 중. 경기도는 광역단체로서는 처음으로 ‘재난기본소득’을 주겠다고 결정한 거고요. 이를 두고 반응은 ⚡️:",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201701181431001
625,국내정치,경기도 코로나19 피해지원금,2020/03/27,"중앙정부는 ‘재난기본소득’에 대해서는 선을 그었어요. 코로나19를 잡기 위해 사회적 거리두기를  강조하고 있는데 🏠, 돈을 주고 시장으로 나가게 해 🛒 경제를 살리자는 정책은 어울리지 않는다고. 다만 당장 돈을 벌지 못하는 사람들을 위한 긴급생활비는 어떻게 나눠줄 수 있을지, 다음 주에 논의해보겠대요.",http://www.hani.co.kr/arti/economy/economy_general/934076.html
625,국내정치,경기도 코로나19 피해지원금,2020/03/27,"+ “기본소득은 내가 줄게. 돈은 누가 낼래?”
지자체는 (1) 지방세 등 세금을 걷거나, (2) 중앙정부 예산을 받아요. 그래서 지원금은 지자체가 주고, 필요한 돈은 결국 중앙정부가 내는 것 아니냐는 우려가 있어요. 전주시가 전국 최초로 재난기본소득을 준다고 했을 때 논란이 됐던 것도 이 때문. 전주시 재정자립도는 30%에 불과하거든요. 경기도의 재정자립도는  57.4% (작년 기준). 우선은 있는 예산으로 지원금을 지급하겠지만, 나중에 돈이 부족하면 중앙정부에 요청하거나 지방세를 올릴 것 같다고.
 ",https://www.mk.co.kr/news/society/view/2020/03/265637/
625,국내정치,경기도 코로나19 피해지원금,2020/03/27,"+ 적극적인 이유, hoxy...? 결국 다음 달 있을 총선에서 잘 보이려고 하는 게 아니냐는 비판도 있어요. 최근 미래통합당은 ‘재난기본소득’이 표를 얻기 위한 행위라고 비판했고요.
 ",https://www.yna.co.kr/view/AKR20200325077200001
625,국내정치,경기도 코로나19 피해지원금,2020/03/27,"+ 코로나19가 쏘아 올린 세계적 고민거리 🚀 기본소득은 국내 지자체뿐만 아니라 다른 나라에서도 떠오르는 고민거리라고. 트럼프 대통령은 ‘1인당 1200달러(약 140만 원)씩 주겠다!’며 파격적인 제안을 했는데, 어제 상원을 통과해 하원 결정을 기다리고 있고, 일본과 유럽에서도 사람들에게 지원금을 주려고 검토 중이에요.",http://www.donga.com/news/article/all/20200325/100333483/1
626,노동·일,콘텐츠 모더레이터 & 코로나19,2020/03/27,"코로나19가 찾아왔다전염을 막기 위해 이들도 재택근무를 해야 했어요. 하지만 가족들까지 ‘다 본 눈’으로 만들 수는 없어서 그들은 계속 사무실에 나갔습니다. 코로나19 상황은 점점 심해지고, 여전히 집에서 할 일은 아니고. 유튜브·페이스북 등은 인공지능(AI)에 이 일을 맡기기로 했어요. 사실 예전부터 AI를 도입한다 만다 이야기는 나왔는데, 오류가 많아서 개발이 더 필요했고 이번 기회에 적극 도입이 더 논의된 상황. 하지만 좀 더 신중해야 한다는 의견도 있어요. 삭제할 만한 콘텐츠인지 아닌지 기준을, 한 회사의 AI가 결정하는 게 위험할 수도 있기 때문이에요. ",https://byline.network/2019/02/26-40/
626,노동·일,콘텐츠 모더레이터 & 코로나19,2020/03/27,"+ 콘텐츠 모더레이터 우리나라에도 있나요?있어요. 네이버와 카카오는 기본적으로 모니터링을 담당하는 자회사가 있어요. 영상을 일일이 살펴보는 것 외에도, 댓글을 살펴보는 일에도 사람이 필요하거든요. 2000년대 초 댓글을 모니터링하는 게 콘텐츠 모더레이터의 출발이었다고. 댓글 이력을 공개하는 등 정책을 개선하는 것도 콘텐츠 모더레이팅으로 볼 수 있겠고요.",https://www.nytimes.com/2020/03/13/opinion/sunday/online-comment-moderation.html
627,코로나19,2020 도쿄올림픽 연기,2020/03/27,"아베 총리의 큰 결심: “올해 여름에 하기로 했던 🇯🇵 도쿄 올림픽, 미룹시다!” ",https://news.sbs.co.kr/news/endPage.do?news_id=N1005714525
627,코로나19,2020 도쿄올림픽 연기,2020/03/27,"
며칠 전부터 들썩들썩했잖아. 
세계보건기구(WHO)가 코로나19에 대해 팬데믹 선언을 하면서, 올림픽을 취소해야 한다는 목소리가 커졌죠. 전 세계 사람들이 🏟️ 한자리에 모이면 감염이 빠르게 일어날 수 있고, 바이러스 때문에 운동 시설이 문을 닫아 선수들이 제대로 훈련하지도 못했다는 것. 하지만 정작 일본 정부와 국제올림픽위원회(IOC)는 미적지근한 반응을 보였는데요:",http://www.donga.com/news/article/all/20200313/100141027/1
627,코로나19,2020 도쿄올림픽 연기,2020/03/27,"+ 발표가 끝나고 난 뒤
모두 한고비 넘겼다는 분위기. 하지만 앞으로도 넘어야 할 산이 많은데요. 특히, 경제적으로 손해가 큰 일본 표정이 제일 안 좋은 듯: 올림픽이 미뤄지면서, IOC와 도쿄올림픽조직위원회는 약 3조 3200억 원의 돈이 더 들 거라고 판단했는데요. 민간 연구에서는 약 7조 900억 원이 더 들 거라는 예상까지 나오고 있어요. 
 ",http://www.munhwa.com/news/view.html?no=2020032601031839321001
628,국내정치,비례정당 의원 꿔주기 논란,2020/03/27,"일명 ‘현역 의원 꿔오기’정당에 현역 의원(현재 국회의원으로 활동 중인 사람)이 많을수록 투표용지 위쪽 자리를 받을 수 있어요. 하지만 새로 생긴 위성 정당 미래한국당과 더불어시민당은 현역 의원이 없어 위쪽은 쳐다만 볼 뿐이었고요. 그러자 미래통합당과 더불어민주당: “가족 좋다는 게 뭐겠나!” 각각 미래한국당과 더불어시민당에 현역 의원을 꿔줬고, 두 당은 위쪽 자리를 노릴 수 있게 됐어요.",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202003242238015
628,국내정치,비례정당 의원 꿔주기 논란,2020/03/27,"그래도 되는 거야?당을 옮기는 건 국회의원 자율이라 문제는 없어요. 그러나 비례대표 의원까지 꿔주려고 해서, 몇몇 사람들이 🤔 엣헴 헛기침을 했어요. 비례대표는 당을 대표해 뽑힌 사람이라 마음대로 ‘탈당’(제 발로 나가기)할 수 없고, 탈당하면 의원직을 잃어요. 하지만 당에서 ‘제명’(강제로 나가기) 처리를 하면 다른 당으로 옮길 수 있어서, 자기 당 사람을 직접 내쫓고 있는 거예요. “쌍둥이 정당에 앞자리 주려고 제명까지 하면 되겠냐”라는 비판이 나오고 있어요.",http://www.segye.com/newsView/20200325513373
628,국내정치,비례정당 의원 꿔주기 논란,2020/03/27,‘미래’와 ‘더불어’ 가족은 째금 더 위쪽을 차지하기 위해 오늘까지 의원을 주고받을 것 같아요. 투표용지에 들어가는 순서는 오늘을 기준으로 정하거든요. ,https://www.yna.co.kr/view/AKR20200325057700001
628,국내정치,비례정당 의원 꿔주기 논란,2020/03/27,+ 비례대표 투표용지 읽다가 날 새겠다 📜지금까지 선거관리위원회에 등록한 정당만 50곳이에요 (26일 기준). 준연동형 비례대표제를 시행하면서 득표율 3%만 얻으면 비례대표만으로도 국회에 진출할 수 있는 길이 열렸기 때문. 각 정당이 비례대표 후보를 낸다고 최종 결정하면 66cm는 실화가 될 수 있을 거라고. 그럴 경우 용지 자동분류기를 못 쓸 수도 있대요.,https://www.nec.go.kr/portal/bbs/list/B0000350.do?menuNo=200476
629,세계,미국 코로나19 경기부양 정책,2020/03/25,"미국 병원에 환자 한 명이 실려 왔어요 🏥. 환자 이름은 경제, 코로나19 감염으로 심장 박동수가 쭉쭉 떨어지고 안색 매우 안 좋음. 닥터는 모두 모여 긴급회의를 열었습니다.병원 원장님인 닥터 트럼프(도널드 트럼프 행정부)가 내린 지시: “이 환자, 정말 중요한 환자야. 얼마든 상관없으니, 혈액(=달러) 팍팍 공급해서 살려야 해. 경기부양책 통과시켜!” 하지만 수술 집도를 이어갈 두 선생님은 전신 수혈 vs. 부위별 수혈을 두고 싸웠어요.",https://www.yna.co.kr/view/AKR20200324001351071
629,세계,미국 코로나19 경기부양 정책,2020/03/25,"치료 방법을 두고 의견은 계속 어긋났고 2조 달러(약 2490조 원) 규모의 수술 날짜는 일단 미뤄졌습니다(곧 다시 할 것 같긴 하다고).이때 닥터 연준(Fed·연방준비제도) 등장 🚑: “정치적인 거 모르겠고, 나는 일단 환자 살린다! 달러, 빵빵하게 준비해!""",https://www.hankookilbo.com/News/Read/202003230816726029
629,세계,미국 코로나19 경기부양 정책,2020/03/25,"닥터 연준은 그동안 ‘기준금리 인하’ 치료법을 쓰며 이 환자를 보살폈었는데, 환자가 실업률 폭등, 증시 폭락 등 심각한 합병증을 보이자 마지막 강수를 둔 거라고: “혈액(=달러)은 내가 계속 만들 테니* 무제한으로 공급하자(양적완화)!” 💉💸 환자가 무사히 회복될지는, 병의 근본적인 원인인 코로나19가 잡히기 전까지는 누구도 확신할 수 없다고.* 연준은 중앙은행으로서, 돈을 찍어내고 양을 조절할 수 있어요. 미국 중앙은행=연방준비제도, 한국 중앙은행=한국은행.",https://www.mk.co.kr/news/world/view/2020/03/300595/
629,세계,미국 코로나19 경기부양 정책,2020/03/25,"+ 혈액공급, 최선일까... 중앙은행이 돈을 찍어내며 자꾸 시장에 손을 대면, 다른 경제 정책이 효과를 내지 못하는 내성이 생긴다는 부작용도 있어요. 사람들에게 돈을 쥐여주며 소비를 늘리게 하는 치료법이 딱히 효과적이지 않다고 보는 시각도 있고요.",https://www.edaily.co.kr/news/read?newsId=01154566625700040
629,세계,미국 코로나19 경기부양 정책,2020/03/25,"+ 전 세계 낭만닥터가 나설까? 미국의 연준뿐만 아니라 일본, EU 중앙은행도 돈을 팍팍 푸는 ‘양적완화’ 치료법을 따르고 있어요. 우리나라는 한미 통화스와프 처방에도 증세가 나아지지 않아 어떻게 해야 할지 고민 중이라고.",https://www.mk.co.kr/news/world/view/2020/03/295600/
630,세계,이란 코로나19 인도적 지원,2020/03/25,"이란에서는 코로나19 확진자가 매일 1000명 이상씩 나오고 있어요 (23일 기준 총 2만 3000명). 사망자도 이탈리아와 중국에 이어 세계에서 세 번째로 많고요. 수도 테헤란의 쇼핑몰을 입원실로 개조할 정도로 병상도 부족하고요. 이에 🇺🇸 미국이 도움을 주겠다고 했지만, 🇮🇷 이란의 반응: “응 아니야~ 너한테는 안 받아.”",https://www.news1.kr/articles/?3883112
630,세계,이란 코로나19 인도적 지원,2020/03/25,"그래도 도움받아야 하는 거 아니야?대신 이란은 고개를 돌려 다른 나라에 SOS를 쳤어요: “방역 짱짱맨 한국 도와줘!” 우리 정부도 진단키트 지원해주고 싶은데, 이란이 미국의 제재를 받고 있어 거래가 어려운 상황. 그래서 제재를 피해 키트를 보낼 방법을 찾고 있어요. 그중 하나가 바로 ‘스위스 메커니즘’: 거래 과정과 물품 정보를 미국에 넘기는 대신, 이란과의 거래가 제재 위반이 아니라는 점을 미국이 👌 하는 방식이에요. 두 달 전 스위스도 이란에 의약품을 팔 때 이 방법을 썼고요. 정부는 미국과 좀 더 논의하고 결정할 예정이에요.",https://news.sbs.co.kr/news/endPage.do?news_id=N1005712345
630,세계,이란 코로나19 인도적 지원,2020/03/25,"+ 요즘 우리나라는 세계적으로 핫한 진단키트 강국! 다른 나라 키트는 불량이 많은데, 한국 제품은 믿을 만해서 ‘Made in Korea’ 표시를 꼭 넣어달라고 당부하기도 한다고 👍. 아랍에미리트를 시작으로 진단키트를 사겠다는 나라가 17곳이 넘어요.",https://www.seoul.co.kr/news/newsView.php?id=20200324500168
631,여성,n번방 사건 update,2020/03/25,"‘n번방’ 사건 관련 진행된 국민청원은 5개. 총 500만 명 이상이 동의했는데요. 여기에 문재인 대통령도 응답했어요: “운영자뿐만 아니라 도와준 사람, 영상을 만든 사람, 영상을 가지고 있거나 유포한 사람 모두 공범입니다. 경찰의 모든 힘을 다해 수사하고 엄하게 처벌하겠습니다.” ",https://www.fnnews.com/news/202003241624500765
631,여성,n번방 사건 update,2020/03/25,"
열일하겠다, 오바 🚓
대통령의 입장 발표를 계기로, 경찰 수사에도 속도가 붙었어요. ‘박사’는 참여자들에게  채팅방에 입장하는 대가로 가상화폐를 받았는데요. 경찰은 이 점에 주목해 가상화폐 거래소를 압수수색해 ‘박사’와 거래한 사람들 리스트 일부를 확보했어요. 또, n번방을 처음 만든 ‘갓갓’의 인터넷 IP를 확인해 쫓기 시작했어요. 
+ 또 다른 운영자, ‘와치맨’은 이미 작년 10월에 구속됐다는 사실도 알려졌는데요. 검찰이 3년 6개월의 징역을 구형하면서, 형량이 너무 낮다는 비판이 나오고 있어요.",https://imnews.imbc.com/replay/2020/nwtoday/article/5675605_32531.html
